metaData__createdTimestamp,metaData__safeAlertSpecVersion,geometry__geometryAsWKTString,geometry__radius,safeAlertList__safeAlertItem__sourceId,safeAlertList__safeAlertItem__safeAlertType,safeAlertList__safeAlertItem__severity,safeAlertList__safeAlertItem__geometry__|,safeAlertList__safeAlertItem__geometry__|__latitude,safeAlertList__safeAlertItem__geometry__|__longitude
,,,,4153,Parked,Low,begin,41.88590662,-87.64250601
,,,,,,,geometryPointList,41.88584324,-87.64250601
,,,,,,,,41.88584324,-87.64220993
,,,,,,,,41.88561054,-87.64220993
,,,,,,,,41.88561054,-87.64250601
,,,,,,,,41.88554716,-87.64250601
,,,,,,,,41.88531446,-87.64250601
,,,,,,,,41.88531446,-87.64280209
,,,,,,,,41.88554716,-87.64280209
,,,,,,,,41.88561054,-87.64280209
,,,,,,,,41.88561054,-87.64309816
,,,,,,,,41.88584324,-87.64309816
,,,,,,,,41.88584324,-87.64280209
,,,,,,,,41.88590662,-87.64280209
,,,,,,,,41.88613932,-87.64280209
,,,,,,,,41.88613932,-87.64250601
,,,,,,,endGeometryPoint,41.88590662,-87.64250601
,,,,4154,Parked,Low,begin,41.88590662,-87.63243932
,,,,,,,geometryPointList,41.88584324,-87.63243932
,,,,,,,,41.88584324,-87.63214324
,,,,,,,,41.88561054,-87.63214324
,,,,,,,,41.88561054,-87.63243932
,,,,,,,,41.88554716,-87.63243932
,,,,,,,,41.88531446,-87.63243932
,,,,,,,,41.88531446,-87.6327354
,,,,,,,,41.88554716,-87.6327354
,,,,,,,,41.88561054,-87.6327354
,,,,,,,,41.88561054,-87.63303148
,,,,,,,,41.88584324,-87.63303148
,,,,,,,,41.88584324,-87.6327354
,,,,,,,,41.88590662,-87.6327354
,,,,,,,,41.88613932,-87.6327354
,,,,,,,,41.88613932,-87.63243932
,,,,,,,endGeometryPoint,41.88590662,-87.63243932
,,,,4155,Parked,Low,begin,41.88590662,-87.62947853
,,,,,,,geometryPointList,41.88584324,-87.62947853
,,,,,,,,41.88584324,-87.62918245
,,,,,,,,41.88561054,-87.62918245
,,,,,,,,41.88561054,-87.62947853
,,,,,,,,41.88554716,-87.62947853
,,,,,,,,41.88531446,-87.62947853
,,,,,,,,41.88531446,-87.62977461
,,,,,,,,41.88561054,-87.62977461
,,,,,,,,41.88590662,-87.62977461
,,,,,,,,41.88613932,-87.62977461
,,,,,,,,41.88613932,-87.62947853
,,,,,,,endGeometryPoint,41.88590662,-87.62947853
,,,,4158,Parked,Low,begin,41.88702756,-87.62770206
,,,,,,,geometryPointList,41.88679486,-87.62770206
,,,,,,,,41.88679486,-87.62740598
,,,,,,,,41.88673148,-87.62740598
,,,,,,,,41.88673148,-87.62770206
,,,,,,,,41.88649878,-87.62770206
,,,,,,,,41.8864354,-87.62770206
,,,,,,,,41.8864354,-87.62799814
,,,,,,,,41.88649878,-87.62799814
,,,,,,,,41.88673148,-87.62799814
,,,,,,,,41.88673148,-87.62829421
,,,,,,,,41.88679486,-87.62829421
,,,,,,,,41.88679486,-87.62799814
,,,,,,,,41.88702756,-87.62799814
,,,,,,,,41.88709094,-87.62799814
,,,,,,,,41.88709094,-87.62770206
,,,,,,,endGeometryPoint,41.88702756,-87.62770206
,,,,4164,Parked,Low,begin,41.8903478,-87.62947853
,,,,,,,geometryPointList,41.89028443,-87.62947853
,,,,,,,,41.89028443,-87.62918245
,,,,,,,,41.89005173,-87.62918245
,,,,,,,,41.89005173,-87.62947853
,,,,,,,,41.88998835,-87.62947853
,,,,,,,,41.88975565,-87.62947853
,,,,,,,,41.88975565,-87.62977461
,,,,,,,,41.88998835,-87.62977461
,,,,,,,,41.89005173,-87.62977461
,,,,,,,,41.89005173,-87.63007069
,,,,,,,,41.89028443,-87.63007069
,,,,,,,,41.89028443,-87.62977461
,,,,,,,,41.8903478,-87.62977461
,,,,,,,,41.89058051,-87.62977461
,,,,,,,,41.89064388,-87.62977461
,,,,,,,,41.89087658,-87.62977461
,,,,,,,,41.89117266,-87.62977461
,,,,,,,,41.89117266,-87.62947853
,,,,,,,,41.89087658,-87.62947853
,,,,,,,,41.89064388,-87.62947853
,,,,,,,,41.89058051,-87.62947853
,,,,,,,endGeometryPoint,41.8903478,-87.62947853
,,,,4166,Parked,Medium,begin,41.89271644,-87.62799814
,,,,,,,geometryPointList,41.89265306,-87.62799814
,,,,,,,,41.89265306,-87.62770206
,,,,,,,,41.89242036,-87.62770206
,,,,,,,,41.89242036,-87.62799814
,,,,,,,,41.89235698,-87.62799814
,,,,,,,,41.89212428,-87.62799814
,,,,,,,,41.89212428,-87.62829421
,,,,,,,,41.89235698,-87.62829421
,,,,,,,,41.89242036,-87.62829422
,,,,,,,,41.89242036,-87.62859029
,,,,,,,,41.89265306,-87.62859029
,,,,,,,,41.89265306,-87.62829421
,,,,,,,,41.89271644,-87.62829421
,,,,,,,,41.89294914,-87.62829421
,,,,,,,,41.89294914,-87.62799814
,,,,,,,endGeometryPoint,41.89271644,-87.62799814
,,,,4169,Parked,Low,begin,41.8935413,-87.63095893
,,,,,,,geometryPointList,41.89330859,-87.63095893
,,,,,,,,41.89324522,-87.63095893
,,,,,,,,41.89324522,-87.631255
,,,,,,,,41.8935413,-87.631255
,,,,,,,,41.8935413,-87.63155108
,,,,,,,,41.89360467,-87.63155108
,,,,,,,,41.89360467,-87.63125501
,,,,,,,,41.89383737,-87.631255
,,,,,,,,41.89390075,-87.631255
,,,,,,,,41.89413345,-87.631255
,,,,,,,,41.89413345,-87.63095893
,,,,,,,,41.89390075,-87.63095893
,,,,,,,,41.89383737,-87.63095893
,,,,,,,,41.89360467,-87.63095893
,,,,,,,endGeometryPoint,41.8935413,-87.63095893
,,,,4178,Parked,Low,begin,41.89590993,-87.63243932
,,,,,,,geometryPointList,41.89567723,-87.63243932
,,,,,,,,41.89567723,-87.63214324
,,,,,,,,41.89561385,-87.63214324
,,,,,,,,41.89561385,-87.63243932
,,,,,,,,41.89538115,-87.63243932
,,,,,,,,41.89531777,-87.63243932
,,,,,,,,41.89531777,-87.6327354
,,,,,,,,41.89538115,-87.6327354
,,,,,,,,41.89561385,-87.6327354
,,,,,,,,41.89561385,-87.63303148
,,,,,,,,41.89567723,-87.63303148
,,,,,,,,41.89567723,-87.6327354
,,,,,,,,41.89590993,-87.6327354
,,,,,,,,41.89597331,-87.6327354
,,,,,,,,41.89597331,-87.63243932
,,,,,,,endGeometryPoint,41.89590993,-87.63243932
,,,,4182,Parked,High,begin,41.89679816,-87.63717658
,,,,,,,geometryPointList,41.89656546,-87.63717659
,,,,,,,,41.89656546,-87.63688051
,,,,,,,,41.89650209,-87.63688051
,,,,,,,,41.89650209,-87.63717658
,,,,,,,,41.89626938,-87.63717658
,,,,,,,,41.89620601,-87.63717658
,,,,,,,,41.89620601,-87.63747266
,,,,,,,,41.89626938,-87.63747266
,,,,,,,,41.89650209,-87.63747266
,,,,,,,,41.89650209,-87.63776874
,,,,,,,,41.89656546,-87.63776874
,,,,,,,,41.89656546,-87.63747266
,,,,,,,,41.89679816,-87.63747266
,,,,,,,,41.89686154,-87.63747266
,,,,,,,,41.89686154,-87.63717658
,,,,,,,endGeometryPoint,41.89679816,-87.63717658
,,,,2721,Rear End,Medium,begin,41.8785044,-87.63954522
,,,,,,,geometryPointList,41.87820857,-87.63954522
,,,,,,,,41.87820857,-87.63929169
,,,,,,,,41.87820832,-87.63929169
,,,,,,,,41.87820832,-87.63924914
,,,,,,,,41.87791249,-87.63924914
,,,,,,,,41.87791249,-87.63954522
,,,,,,,,41.87761641,-87.63954522
,,,,,,,,41.87761641,-87.63958777
,,,,,,,,41.87791224,-87.63958777
,,,,,,,,41.87791224,-87.6398413
,,,,,,,,41.87791249,-87.6398413
,,,,,,,,41.87791249,-87.63988385
,,,,,,,,41.87820832,-87.63988385
,,,,,,,,41.87820832,-87.63958777
,,,,,,,,41.8785044,-87.63958777
,,,,,,,endGeometryPoint,41.8785044,-87.63954522
,,,,2727,Rear End,Low,begin,41.87968871,-87.63958777
,,,,,,,geometryPointList,41.87939263,-87.63958777
,,,,,,,,41.87939263,-87.63929169
,,,,,,,,41.8790968,-87.63929169
,,,,,,,,41.8790968,-87.63954522
,,,,,,,,41.87909655,-87.63954522
,,,,,,,,41.87909655,-87.63958777
,,,,,,,,41.87880072,-87.63958777
,,,,,,,,41.87880072,-87.6398413
,,,,,,,,41.8790968,-87.6398413
,,,,,,,,41.8790968,-87.64013738
,,,,,,,,41.87939263,-87.64013738
,,,,,,,,41.87939263,-87.63988385
,,,,,,,,41.87939288,-87.63988385
,,,,,,,,41.87939288,-87.6398413
,,,,,,,,41.87968871,-87.6398413
,,,,,,,endGeometryPoint,41.87968871,-87.63958777
,,,,2729,Rear End,Low,begin,41.87998479,-87.6336662
,,,,,,,geometryPointList,41.87968871,-87.6336662
,,,,,,,,41.87968871,-87.63337012
,,,,,,,,41.87939288,-87.63337012
,,,,,,,,41.87939288,-87.63362364
,,,,,,,,41.87939263,-87.63362364
,,,,,,,,41.87939263,-87.6336662
,,,,,,,,41.8790968,-87.6336662
,,,,,,,,41.8790968,-87.63391972
,,,,,,,,41.8790968,-87.63396227
,,,,,,,,41.87939263,-87.63396227
,,,,,,,,41.87939263,-87.6342158
,,,,,,,,41.87939288,-87.6342158
,,,,,,,,41.87968871,-87.6342158
,,,,,,,,41.87968871,-87.63396227
,,,,,,,,41.87968896,-87.63396227
,,,,,,,,41.87968896,-87.63391972
,,,,,,,,41.87998479,-87.63391972
,,,,,,,endGeometryPoint,41.87998479,-87.6336662
,,,,2730,Rear End,Low,begin,41.87968896,-87.63040933
,,,,,,,geometryPointList,41.87968871,-87.63040933
,,,,,,,,41.87968871,-87.63036677
,,,,,,,,41.87939288,-87.63036677
,,,,,,,,41.87939288,-87.63095893
,,,,,,,,41.87968871,-87.63095893
,,,,,,,,41.87968871,-87.63070541
,,,,,,,,41.87968896,-87.63070541
,,,,,,,endGeometryPoint,41.87968896,-87.63040933
,,,,2737,Rear End,Low,begin,41.88087303,-87.64402894
,,,,,,,geometryPointList,41.88057695,-87.64402894
,,,,,,,,41.88057695,-87.64373287
,,,,,,,,41.88028112,-87.64373287
,,,,,,,,41.88028112,-87.6439864
,,,,,,,,41.88028087,-87.6439864
,,,,,,,,41.88028087,-87.64402894
,,,,,,,,41.87998504,-87.64402894
,,,,,,,,41.87998504,-87.64428248
,,,,,,,,41.88028112,-87.64428248
,,,,,,,,41.88028112,-87.64457856
,,,,,,,,41.88057695,-87.64457856
,,,,,,,,41.88057695,-87.64432502
,,,,,,,,41.8805772,-87.64432502
,,,,,,,,41.8805772,-87.64428248
,,,,,,,,41.88087303,-87.64428248
,,,,,,,endGeometryPoint,41.88087303,-87.64402894
,,,,2755,Rear End,Low,begin,41.88235342,-87.63958777
,,,,,,,geometryPointList,41.88205734,-87.63958777
,,,,,,,,41.88205734,-87.63929169
,,,,,,,,41.88176151,-87.63929169
,,,,,,,,41.88176151,-87.63954522
,,,,,,,,41.88176126,-87.63954522
,,,,,,,,41.88176126,-87.63958777
,,,,,,,,41.88146543,-87.63958777
,,,,,,,,41.88146543,-87.6398413
,,,,,,,,41.88176151,-87.6398413
,,,,,,,,41.88176151,-87.64013738
,,,,,,,,41.88205734,-87.64013738
,,,,,,,,41.88205734,-87.63988385
,,,,,,,,41.88205759,-87.63988385
,,,,,,,,41.88205759,-87.6398413
,,,,,,,,41.88235342,-87.6398413
,,,,,,,endGeometryPoint,41.88235342,-87.63958777
,,,,2756,Rear End,Low,begin,41.88235342,-87.6321858
,,,,,,,geometryPointList,41.88205734,-87.6321858
,,,,,,,,41.88205734,-87.63188972
,,,,,,,,41.88176151,-87.63188972
,,,,,,,,41.88176151,-87.63214324
,,,,,,,,41.88176126,-87.63214324
,,,,,,,,41.88176126,-87.6321858
,,,,,,,,41.88146543,-87.6321858
,,,,,,,,41.88146543,-87.63243932
,,,,,,,,41.88176151,-87.63243932
,,,,,,,,41.88176151,-87.6327354
,,,,,,,,41.88205734,-87.6327354
,,,,,,,,41.88205734,-87.63248188
,,,,,,,,41.88205759,-87.63248188
,,,,,,,,41.88205759,-87.63243932
,,,,,,,,41.88235342,-87.63243932
,,,,,,,endGeometryPoint,41.88235342,-87.6321858
,,,,2757,Rear End,Medium,begin,41.88235342,-87.63040933
,,,,,,,geometryPointList,41.88205734,-87.63040933
,,,,,,,,41.88205734,-87.63011325
,,,,,,,,41.88176151,-87.63011325
,,,,,,,,41.88176151,-87.63036677
,,,,,,,,41.88176126,-87.63036677
,,,,,,,,41.88176126,-87.63040933
,,,,,,,,41.88146543,-87.63040933
,,,,,,,,41.88146543,-87.63066285
,,,,,,,,41.88146543,-87.63095893
,,,,,,,,41.88176151,-87.63095893
,,,,,,,,41.88176151,-87.63125501
,,,,,,,,41.88205734,-87.63125501
,,,,,,,,41.88205734,-87.63100149
,,,,,,,,41.88205759,-87.63100149
,,,,,,,,41.88205759,-87.63095893
,,,,,,,,41.88235342,-87.63095893
,,,,,,,,41.88235342,-87.63070541
,,,,,,,endGeometryPoint,41.88235342,-87.63040933
,,,,2766,Rear End,Medium,begin,41.88353773,-87.64254855
,,,,,,,geometryPointList,41.88324165,-87.64254855
,,,,,,,,41.88324165,-87.64225247
,,,,,,,,41.88294583,-87.64225247
,,,,,,,,41.88294583,-87.64250601
,,,,,,,,41.88294558,-87.64250601
,,,,,,,,41.88294558,-87.64254855
,,,,,,,,41.88264975,-87.64254855
,,,,,,,,41.88264975,-87.64280209
,,,,,,,,41.88294583,-87.64280209
,,,,,,,,41.88294583,-87.64309817
,,,,,,,,41.88324165,-87.64309817
,,,,,,,,41.88324165,-87.64284463
,,,,,,,,41.88324191,-87.64284463
,,,,,,,,41.88324191,-87.64280209
,,,,,,,,41.88353773,-87.64280209
,,,,,,,endGeometryPoint,41.88353773,-87.64254855
,,,,2767,Rear End,Low,begin,41.88353773,-87.63958777
,,,,,,,geometryPointList,41.88324165,-87.63958777
,,,,,,,,41.88324165,-87.63929169
,,,,,,,,41.88294583,-87.63929169
,,,,,,,,41.88294583,-87.63954522
,,,,,,,,41.88294558,-87.63954522
,,,,,,,,41.88294558,-87.63958777
,,,,,,,,41.88264975,-87.63958777
,,,,,,,,41.88264975,-87.6398413
,,,,,,,,41.88294583,-87.6398413
,,,,,,,,41.88294583,-87.64013738
,,,,,,,,41.88324165,-87.64013738
,,,,,,,,41.88324165,-87.63988385
,,,,,,,,41.88324191,-87.63988385
,,,,,,,,41.88324191,-87.6398413
,,,,,,,,41.88353773,-87.6398413
,,,,,,,endGeometryPoint,41.88353773,-87.63958777
,,,,2789,Rear End,Low,begin,41.88620244,-87.63243932
,,,,,,,geometryPointList,41.88590662,-87.63243932
,,,,,,,,41.88590662,-87.6321858
,,,,,,,,41.88590636,-87.6321858
,,,,,,,,41.88590636,-87.63214324
,,,,,,,,41.88561054,-87.63214324
,,,,,,,,41.88561054,-87.63243932
,,,,,,,,41.88531446,-87.63243932
,,,,,,,,41.88531446,-87.63248188
,,,,,,,,41.88561028,-87.63248188
,,,,,,,,41.88561028,-87.6327354
,,,,,,,,41.88561054,-87.6327354
,,,,,,,,41.88561054,-87.63277796
,,,,,,,,41.88590636,-87.63277796
,,,,,,,,41.88590636,-87.63248188
,,,,,,,,41.88620244,-87.63248188
,,,,,,,endGeometryPoint,41.88620244,-87.63243932
,,,,2768,Rear End,Medium,begin,41.88353773,-87.62774462
,,,,,,,geometryPointList,41.88324165,-87.62774462
,,,,,,,,41.88324165,-87.62744855
,,,,,,,,41.88264975,-87.62744855
,,,,,,,,41.88264975,-87.62770206
,,,,,,,,41.8826495,-87.62770206
,,,,,,,,41.8826495,-87.62774462
,,,,,,,,41.88235342,-87.62774462
,,,,,,,,41.88235342,-87.62744855
,,,,,,,,41.88205759,-87.62744855
,,,,,,,,41.88205759,-87.62770206
,,,,,,,,41.88205734,-87.62770206
,,,,,,,,41.88205734,-87.62774462
,,,,,,,,41.88176151,-87.62774462
,,,,,,,,41.88176151,-87.62799814
,,,,,,,,41.88205759,-87.62799814
,,,,,,,,41.88205759,-87.62829422
,,,,,,,,41.88235342,-87.62829422
,,,,,,,,41.88235342,-87.6280407
,,,,,,,,41.88235367,-87.6280407
,,,,,,,,41.88235367,-87.62799814
,,,,,,,,41.88264975,-87.62799814
,,,,,,,,41.88264975,-87.62829422
,,,,,,,,41.88294583,-87.62829422
,,,,,,,,41.88324165,-87.62829422
,,,,,,,,41.88324165,-87.6280407
,,,,,,,,41.88324191,-87.6280407
,,,,,,,,41.88324191,-87.62799814
,,,,,,,,41.88353773,-87.62799814
,,,,,,,endGeometryPoint,41.88353773,-87.62774462
,,,,2770,Rear End,Low,begin,41.88324191,-87.6342158
,,,,,,,geometryPointList,41.88353773,-87.6342158
,,,,,,,,41.88353773,-87.63396227
,,,,,,,,41.88353799,-87.63396227
,,,,,,,,41.88353799,-87.63391972
,,,,,,,,41.88383381,-87.63391972
,,,,,,,,41.88383381,-87.6336662
,,,,,,,,41.88353773,-87.6336662
,,,,,,,,41.88353773,-87.63337012
,,,,,,,,41.88324191,-87.63337012
,,,,,,,,41.88324191,-87.63362364
,,,,,,,,41.88324165,-87.63362364
,,,,,,,,41.88324165,-87.6336662
,,,,,,,,41.88294583,-87.6336662
,,,,,,,,41.88294583,-87.63391972
,,,,,,,,41.88324191,-87.63391972
,,,,,,,,41.88324191,-87.6342158
,,,,,,,,41.88324191,-87.63425835
,,,,,,,,41.88324191,-87.6342158
,,,,,,,,41.88324165,-87.6342158
,,,,,,,,41.88324165,-87.63425835
,,,,,,,endGeometryPoint,41.88324191,-87.63425835
,,,,2777,Rear End,Medium,begin,41.88501813,-87.63692306
,,,,,,,geometryPointList,41.88472205,-87.63692306
,,,,,,,,41.88472205,-87.63662698
,,,,,,,,41.88442622,-87.63662698
,,,,,,,,41.88442622,-87.63688051
,,,,,,,,41.88442597,-87.63688051
,,,,,,,,41.88442597,-87.63692306
,,,,,,,,41.88413015,-87.63692306
,,,,,,,,41.88413015,-87.63717659
,,,,,,,,41.88442622,-87.63717659
,,,,,,,,41.88442622,-87.63747266
,,,,,,,,41.88472205,-87.63747266
,,,,,,,,41.88472205,-87.63721914
,,,,,,,,41.8847223,-87.63721914
,,,,,,,,41.8847223,-87.63717659
,,,,,,,,41.88501813,-87.63717659
,,,,,,,endGeometryPoint,41.88501813,-87.63692306
,,,,2785,Rear End,Medium,begin,41.88620244,-87.64728581
,,,,,,,geometryPointList,41.88590636,-87.64728581
,,,,,,,,41.88590636,-87.64698973
,,,,,,,,41.88561054,-87.64698973
,,,,,,,,41.88561054,-87.64724327
,,,,,,,,41.88561028,-87.64724327
,,,,,,,,41.88561028,-87.64728581
,,,,,,,,41.88531446,-87.64728581
,,,,,,,,41.88531446,-87.64753935
,,,,,,,,41.88561054,-87.64753935
,,,,,,,,41.88561054,-87.64783543
,,,,,,,,41.88590636,-87.64783543
,,,,,,,,41.88590636,-87.64758189
,,,,,,,,41.88590662,-87.64758189
,,,,,,,,41.88590662,-87.64753935
,,,,,,,,41.88620244,-87.64753935
,,,,,,,endGeometryPoint,41.88620244,-87.64728581
,,,,2786,Rear End,Medium,begin,41.88620244,-87.64402894
,,,,,,,geometryPointList,41.88590636,-87.64402894
,,,,,,,,41.88590636,-87.64373287
,,,,,,,,41.88561054,-87.64373287
,,,,,,,,41.88561054,-87.6439864
,,,,,,,,41.88561028,-87.6439864
,,,,,,,,41.88561028,-87.64402894
,,,,,,,,41.88531446,-87.64402894
,,,,,,,,41.88531446,-87.64428248
,,,,,,,,41.88561054,-87.64428248
,,,,,,,,41.88561054,-87.64457856
,,,,,,,,41.88590636,-87.64457856
,,,,,,,,41.88590636,-87.64432502
,,,,,,,,41.88590662,-87.64432502
,,,,,,,,41.88590662,-87.64428248
,,,,,,,,41.88620244,-87.64428248
,,,,,,,endGeometryPoint,41.88620244,-87.64402894
,,,,2787,Rear End,Low,begin,41.88620244,-87.64254855
,,,,,,,geometryPointList,41.88590636,-87.64254855
,,,,,,,,41.88590636,-87.64225247
,,,,,,,,41.88561054,-87.64225247
,,,,,,,,41.88561054,-87.64250601
,,,,,,,,41.88561028,-87.64250601
,,,,,,,,41.88561028,-87.64254855
,,,,,,,,41.88531446,-87.64254855
,,,,,,,,41.88531446,-87.64280209
,,,,,,,,41.88561054,-87.64280209
,,,,,,,,41.88561054,-87.64309817
,,,,,,,,41.88590636,-87.64309817
,,,,,,,,41.88590636,-87.64284463
,,,,,,,,41.88590662,-87.64284463
,,,,,,,,41.88590662,-87.64280209
,,,,,,,,41.88620244,-87.64280209
,,,,,,,endGeometryPoint,41.88620244,-87.64254855
,,,,2788,Rear End,Low,begin,41.88620244,-87.63692306
,,,,,,,geometryPointList,41.88590636,-87.63692306
,,,,,,,,41.88590636,-87.63662698
,,,,,,,,41.88561054,-87.63662698
,,,,,,,,41.88561054,-87.63688051
,,,,,,,,41.88561028,-87.63688051
,,,,,,,,41.88561028,-87.63692306
,,,,,,,,41.88531446,-87.63692306
,,,,,,,,41.88531446,-87.63717659
,,,,,,,,41.88561054,-87.63717659
,,,,,,,,41.88561054,-87.63747266
,,,,,,,,41.88590636,-87.63747266
,,,,,,,,41.88590636,-87.63721914
,,,,,,,,41.88590662,-87.63721914
,,,,,,,,41.88590662,-87.63717659
,,,,,,,,41.88620244,-87.63717659
,,,,,,,endGeometryPoint,41.88620244,-87.63692306
,,,,2800,Rear End,Low,begin,41.88738675,-87.63514659
,,,,,,,geometryPointList,41.88709068,-87.63514659
,,,,,,,,41.88709068,-87.63485051
,,,,,,,,41.88709068,-87.63455443
,,,,,,,,41.8867946,-87.63455443
,,,,,,,,41.8867946,-87.63425835
,,,,,,,,41.88649878,-87.63425835
,,,,,,,,41.88649878,-87.63451187
,,,,,,,,41.88649852,-87.63451187
,,,,,,,,41.88649852,-87.63455443
,,,,,,,,41.8862027,-87.63455443
,,,,,,,,41.8862027,-87.63480795
,,,,,,,,41.88649878,-87.63480795
,,,,,,,,41.88649878,-87.63510403
,,,,,,,,41.88649878,-87.63540011
,,,,,,,,41.88679486,-87.63540011
,,,,,,,,41.88679486,-87.63569619
,,,,,,,,41.88709068,-87.63569619
,,,,,,,,41.88709068,-87.63544267
,,,,,,,,41.88709094,-87.63544267
,,,,,,,,41.88709094,-87.63540011
,,,,,,,,41.88738675,-87.63540011
,,,,,,,endGeometryPoint,41.88738675,-87.63514659
,,,,2801,Rear End,High,begin,41.88738675,-87.63243932
,,,,,,,geometryPointList,41.88709094,-87.63243932
,,,,,,,,41.88709094,-87.6321858
,,,,,,,,41.88709068,-87.6321858
,,,,,,,,41.88709068,-87.63214324
,,,,,,,,41.88679486,-87.63214324
,,,,,,,,41.88679486,-87.63243932
,,,,,,,,41.88649878,-87.63243932
,,,,,,,,41.88649878,-87.63248188
,,,,,,,,41.8867946,-87.63248188
,,,,,,,,41.8867946,-87.6327354
,,,,,,,,41.88679486,-87.6327354
,,,,,,,,41.88679486,-87.63277796
,,,,,,,,41.88709068,-87.63277796
,,,,,,,,41.88709068,-87.63248188
,,,,,,,,41.88738675,-87.63248188
,,,,,,,endGeometryPoint,41.88738675,-87.63243932
,,,,2822,Rear End,Medium,begin,41.8936044,-87.6295211
,,,,,,,geometryPointList,41.89330832,-87.6295211
,,,,,,,,41.89330832,-87.62922502
,,,,,,,,41.89301252,-87.62922502
,,,,,,,,41.89301252,-87.62947853
,,,,,,,,41.89301225,-87.62947853
,,,,,,,,41.89301225,-87.6295211
,,,,,,,,41.89271617,-87.6295211
,,,,,,,,41.89271617,-87.62981717
,,,,,,,,41.89271644,-87.62981717
,,,,,,,,41.89271644,-87.62977461
,,,,,,,,41.89301252,-87.62977461
,,,,,,,,41.89301252,-87.63007069
,,,,,,,,41.89330832,-87.63007069
,,,,,,,,41.89330832,-87.62981717
,,,,,,,,41.89330859,-87.62981717
,,,,,,,,41.89330859,-87.62977461
,,,,,,,,41.8936044,-87.62977461
,,,,,,,endGeometryPoint,41.8936044,-87.6295211
,,,,2812,Rear End,Low,begin,41.89034754,-87.63248188
,,,,,,,geometryPointList,41.89005146,-87.63248188
,,,,,,,,41.89005146,-87.6321858
,,,,,,,,41.88975565,-87.6321858
,,,,,,,,41.88975565,-87.63243932
,,,,,,,,41.88975538,-87.63243932
,,,,,,,,41.88975538,-87.63248188
,,,,,,,,41.8894593,-87.63248188
,,,,,,,,41.8894593,-87.63243932
,,,,,,,,41.88916323,-87.63243932
,,,,,,,,41.88916323,-87.63248188
,,,,,,,,41.88886741,-87.63248188
